,PE
0,449.42088583574565
1,450.91499135729117
2,460.91733428960447
3,467.5700158539194
4,469.78793404893815
5,449.8520710891454
6,460.65258211117145
7,445.41457625954547
8,454.9218291100069
9,456.8061608832532
10,446.3395748550524
11,472.61665172561555
12,475.5074049022896
13,492.56775184856053
14,452.8443729834535
15,451.3264889343436
16,442.71156496720664
17,447.9383492167651
18,464.3982054943704
19,454.3916676071764
20,475.3991249180123
21,463.2141233230719
22,467.90165067645125
23,452.7326971046457
24,468.30071441966106
25,484.7689081401186
26,464.03950345934044
27,459.8533993961009
28,462.39968375665813
29,453.98148149064014
30,454.6261984446274
31,492.43620396742233
32,500.0767827349785
33,504.3348986102571
34,454.1374124302145
35,458.95888876755254
36,486.19377210587356
37,456.91908412711825
38,467.3227870568218
39,494.67465712775794
40,445.9018097478652
41,468.95923635292223
42,448.07624024194917
43,469.6936684203832
44,491.8694657270233
45,492.24829297662683
46,467.5764904013554
47,454.43985068661743
48,502.6590274922104
49,467.82253556291346
50,463.09556923101616
51,491.06758667642237
52,473.7015430718161
53,492.01390468429446
54,441.7268858878765
55,460.56537852879507
56,495.5597675040164
57,490.0626312382498
58,501.4152947758139
59,460.3584454346441
60,446.2647262324446
61,444.1215632977293
62,443.58240507339633
63,443.72443870767546
64,450.96748751696776
65,445.1600583285561
66,474.02947673709906
67,479.59680180700303
68,494.4880150446467
69,460.4477595312438
70,460.18042488098615
71,503.53399655374295
72,448.4659548262026
73,479.70565437908044
74,474.70652809769996
75,449.07329312359315
76,467.7131777597721
77,450.72424814258665
78,496.95119586641914
79,455.1542308963287
80,473.370205026102
81,477.13889084476307
82,446.8332717871747
83,495.4352654309002
84,490.2035803233203
85,451.37246360481817
86,476.2620344598993
87,467.49605366968075
88,463.3196242406159
89,452.54534661409485
90,490.51679313755625
91,449.6273106252243
92,485.2172828190947
93,490.0631599095703
94,445.80499916269974
95,456.3722424284707
96,454.7446781132767
97,444.0819288884552
98,479.666080077859
99,470.62753689254765
100,483.45124857841955
101,451.00264156406627
102,489.85267279172064
103,449.50726258354155
104,505.0005983192674
105,454.22533234324607
106,469.0476416302755
107,493.37101839177365
108,474.78955422281336
109,486.3945265923227
110,445.0321188144776
111,462.253450969026
112,488.70925487041916
113,488.5390534711166
114,452.0523865581277
115,501.3780866644327
116,450.72740996694546
117,452.27027156556716
118,486.05933177522337
119,457.4070529668138
120,480.8635871557034
121,452.40646846061514
122,489.24530298469085
123,490.49964457593444
124,487.95662377397906
125,451.1600789514275
126,477.54839963122856
127,490.90305737706825
128,478.279392406995
129,475.72657503224315
130,447.74587474406724
131,451.5869451651426
132,486.7107159660786
133,470.44690703647643
134,450.0251965578871
135,471.61402689178493
136,496.77861643277333
137,448.10302383217527
138,465.17394918563537
139,497.31840320590527
140,455.0260391474147
141,456.61330157748483
142,452.3101117277979
143,481.13121399066426
144,478.0873763937081
145,476.91476999455296
146,454.3105831819432
147,446.58820686250857
148,494.67112889381207
149,466.58047735004385
150,453.5383590870833
151,479.46835861521816
152,451.25542940797726
153,469.60975720710894
154,457.89346930019644
155,463.380270178094
156,441.95407950364046
157,475.372328458493
158,446.79327476405973
