,PE
0,449.36647445427
1,450.8376457253941
2,460.89987936396454
3,467.57012987715046
4,469.80514837867116
5,449.7980013443517
6,460.6350180025095
7,445.3374535230716
8,454.8772933492592
9,456.77222002614445
10,446.2769356288688
11,472.63801895895716
12,475.52305915308847
13,492.6421588713331
14,452.7995774604932
15,451.2679276693853
16,442.63152649357875
17,447.87047002300085
18,464.3912738939107
19,454.35306480369115
20,475.424437154284
21,463.2014699685474
22,467.9087459228318
23,452.6788825766639
24,468.30083528904794
25,484.8320150877078
26,464.0365751640727
27,459.8338139973219
28,462.3921832363632
29,453.936349154162
30,454.581857739722
31,492.4761370511388
32,500.1864902225715
33,504.47739373272947
34,454.0970324191101
35,458.9385061805768
36,486.2542986744392
37,456.8864623686953
38,467.3216643864681
39,494.789221843672
40,445.82271286058904
41,468.9741853477907
42,448.0106149003571
43,469.7226302996614
44,491.94813225973945
45,492.3338079110392
46,467.5801883760764
47,454.40985977508495
48,502.7750436888692
49,467.8243596996543
50,463.0805886107391
51,491.1465601890684
52,473.67257107043287
53,492.08401888050867
54,441.63741360944147
55,460.5447556527983
56,495.63329162637416
57,490.1208280074663
58,501.60340801666393
59,460.33888568194425
60,446.18070662130407
61,444.04426034868385
62,443.49764306728827
63,443.6537150218574
64,450.9140600278986
65,445.0797403184387
66,474.049085784268
67,479.63954402787857
68,494.645731168654
69,460.42423417063713
70,460.1540697231348
71,503.65188118689167
72,448.40789695549825
73,479.7387480560952
74,474.71662859020336
75,449.0173775170711
76,467.7088227159941
77,450.6732568404963
78,497.05581908472794
79,455.1098172169872
80,473.38901868855544
81,477.1762743189424
82,446.7750223673051
83,495.5392518489314
84,490.28280503865614
85,451.3219917188135
86,476.29364606394756
87,467.49299256790385
88,463.30177751346895
89,452.4991898978117
90,490.6012120713795
91,449.5695348467085
92,485.2594714213626
93,490.12932041534424
94,445.74068722492035
95,456.3385473639238
96,454.6951581147584
97,443.99451332233565
98,479.6918056639044
99,470.63961512818724
100,483.48870084036133
101,450.9475611042734
102,489.90740886791184
103,449.4446289394413
104,505.1185073309494
105,454.18732990987945
106,469.05852324837855
107,493.4604066077411
108,474.82986605431904
109,486.4390636765598
110,444.94399446510266
111,462.2428162939256
112,488.77785589442925
113,488.61064835777245
114,451.99966620330616
115,501.542172455609
116,450.6757752993566
117,452.2218304728389
118,486.11016200045793
119,457.37968361143106
120,480.92257980743665
121,452.3570731727568
122,489.308422167109
123,490.55314395096354
124,488.0278374368839
125,451.0979157362572
126,477.5782766793255
127,490.9819174581724
128,478.3048928389939
129,475.7581747203295
130,447.6852954092672
131,451.52480558273436
132,486.7931907848459
133,470.4413638720235
134,449.972400302563
135,471.6016051243682
136,496.88844730692813
137,448.0282038091587
138,465.16965272333147
139,497.3942466725921
140,454.98278438737685
141,456.58221986851953
142,452.26101920521927
143,481.17602280792147
144,478.1320726983268
145,476.9347602243982
146,454.27008493425814
147,446.51230547108105
148,494.77493031799713
149,466.5849382482107
150,453.4988585870926
151,479.51722511746476
152,451.20686558067644
153,469.6299828630105
154,457.85561339755355
155,463.3657149773291
156,441.8820466199349
157,475.38759567687
158,446.7320038518939
159,477.07952407135
160,489.8708105476342
161,448.2299137375971
162,480.57814792177334
163,447.7372835549241
164,494.9038967235248
165,473.0296319685642
166,477.25098332769755
167,459.35410042746247
168,474.5736337057107
169,505.30512414428887
170,458.0830873944414
171,473.05494526119344
172,472.63153671093386
173,461.99180888407255
174,454.9089001881177
175,478.9660681044318
176,450.8566687512859
177,458.62339509126133
178,446.8095363403818
179,468.69527791455886
180,456.018283521393
181,457.17636911007247
182,443.97630341879085
183,483.1019699185586
184,493.468749272822
185,458.9522274923347
186,456.8202849924757
187,442.20150589900237
188,449.2406778670474
189,477.8752272027225
190,451.11103985298615
191,450.55974025800094
192,459.24168149796986
193,488.8317647901077
194,492.59180810364825
195,496.54045457714204
196,472.5423879057691
197,451.17733762521107
198,490.949921486806
199,497.8203674817726
200,455.57282298197487
201,445.8049324214233
202,492.6302407736628
203,440.1095294788659
204,474.97120359135516
205,457.1308809057909
206,477.81278470538496
207,457.97191256893825
208,475.19608915576663
209,456.2030914495098
210,452.7665054979938
211,480.03074290650915
212,448.1976169414984
213,497.0725114341231
214,485.91141998223833
215,497.584960056218
216,475.15578518152205
217,445.2904762933108
218,495.9665794591111
219,467.3660977170073
220,479.9654320975203
221,463.8267295907884
222,451.2912492122484
223,459.75604390010943
224,468.1615109115092
225,467.22617146966064
226,455.9264585675282
227,477.8344581707584
228,444.08844927871445
229,453.96984020716326
230,441.6485425964599
231,461.90533532156513
232,450.6084723919783
233,493.7971627550358
234,444.9190862518063
235,474.1685591180773
236,457.96106476854476
237,450.3668374191905
238,458.2765064678261
239,465.3468906419595
240,470.6473174853232
241,492.00989755009715
242,440.4368913237042
243,461.5519000561468
244,492.5886467954991
245,452.00606249463414
246,494.97059297145944
247,478.90443117148976
248,483.25645515190837
249,491.06893091243666
250,470.82039603483094
251,448.43142756476954
252,469.61715256644135
253,462.1367438836409
254,444.1068259827086
255,486.5356439520877
256,454.24910300047367
257,440.5325025930396
258,492.79202846931287
259,498.038855876106
260,446.3121186915624
261,453.15000684824764
262,453.679453170656
263,498.1542563891927
264,485.4014400473897
265,455.6156742914221
266,500.29686922607385
267,467.8174216546742
268,449.8532793328662
269,461.27990058591337
270,448.9120792935097
271,478.88889584608546
272,499.21527449280956
273,483.0409933185611
274,489.8838408571672
275,478.6683955901214
276,459.978193861846
277,460.8081994310836
278,477.8985478876783
279,453.249296973336
280,486.8827378694067
281,450.9224454723235
282,459.00533693794995
283,464.1719950504392
284,447.9617076900941
285,460.2270734088646
286,465.0310416797494
287,480.0049654575994
288,457.6934038331362
289,468.3445897208954
290,451.13620481015874
291,464.20594448065276
292,464.2924121968645
293,471.11852669056765
294,449.26342341462527
295,478.8705845362991
296,438.35591564084194
297,461.0775242936186
298,490.31360110527896
299,476.71373292130625
300,445.7577197436537
301,475.77378777210464
302,485.3633640884977
303,488.0293358393482
304,495.77356353372335
305,491.5491749611036
306,479.8735080376823
307,475.1521958702173
308,459.98675489282977
309,482.8847989974626
310,445.07314282615874
311,455.6392214452618
312,481.62747835185814
313,479.86263340881806
314,479.69028271850874
315,452.4208987494961
316,447.37570979111786
317,461.5914236292576
318,454.28812444233
319,450.3155256688369
320,449.8292378742819
321,471.6114739338165
322,448.15880193965205
323,444.951696633841
324,477.0666062768618
325,447.8250834924091
326,506.0018296020863
327,475.2960035040981
328,463.7828624503856
329,470.4135713500766
330,490.56255781075043
331,482.8512050397417
332,486.99288002509246
333,456.6495528879138
334,450.69783309628343
335,465.7314084549815
336,488.0252669740748
337,464.05933310989303
338,443.224565256686
339,487.35517883350127
340,440.2410830356578
341,450.91335894202365
342,498.0379480650264
343,439.60219039830776
344,490.29537996289736
345,450.044237520844
346,448.6078785440141
347,469.22551185573974
348,447.3303996769302
349,467.79700024639527
350,468.3065103220799
351,440.9323284064286
352,506.67484956646837
353,464.88571852770684
354,460.6779095826464
355,448.6795841979203
356,452.8367473851103
357,444.5940931339249
358,446.0063421690915
