id,risk_flag,risk_flag_proba
1,0,0.00022892280949692072
2,0,0.0002827637039556516
3,0,0.03730889486996591
4,0,0.00029341882599792743
5,0,0.00016228548007155913
6,0,0.0019140354161466032
7,0,4.4089660532556003e-07
8,0,0.32001729052010475
9,0,0.0006071681200281393
10,0,0.45043466835075846
11,0,0.20207775966563157
12,0,9.595759545502897e-05
13,1,0.9968841683327961
14,1,0.991024667455437
15,0,0.4511306922760062
16,1,0.9949092528600666
17,0,0.34020029937999385
18,0,0.1657708751958498
19,0,0.029537092056887614
20,0,0.0013178833538371945
21,1,0.9686073191119575
22,0,0.4134722775569019
23,0,0.13896653150581192
24,0,1.1219711202960377e-06
25,0,0.11777174294635821
26,0,0.3446098516259942
27,0,0.04403209499532636
28,0,2.2470008388263525e-07
29,1,0.9925698929636882
30,0,0.019992543783191093
31,0,0.09387735475482092
32,1,0.900256109342453
33,0,0.0004214507226036014
34,0,1.2085925695860187e-06
35,0,0.08326873470791472
36,0,0.00014157097412975
37,0,0.35089697017483007
38,0,0.3055660867176013
39,0,0.00011826084114824789
40,0,0.0006880611805839313
41,0,0.0005076675038717677
42,0,0.00024309851049677514
43,0,6.512081525806338e-05
44,0,0.47464874691750325
45,0,0.45874851196417477
46,1,0.9971200898882605
47,0,0.4186898440078413
48,1,0.6797662201604928
49,0,0.025263995529308022
50,0,0.15014775884548656
51,0,1.1378047511836635e-08
52,0,0.4683471261417681
53,0,7.778771579610013e-05
54,0,9.976249104134784e-05
55,1,0.9521753616643082
56,0,0.00012458201906874485
57,0,0.0002827637039556516
58,0,0.29094249682928747
59,0,0.00046940793734217775
60,0,0.282873050365568
61,0,0.0001258735402441258
62,1,0.9872128073935573
63,0,0.0884105400244611
64,0,0.00045688821797304095
65,0,0.04435501520532586
66,0,0.00036499155865559553
67,0,0.00013348121634644878
68,0,5.745410973739314e-05
69,0,0.0003743822269206063
70,0,0.06904240712033419
71,0,6.020728970781911e-05
72,0,0.07162501479380765
73,0,1.5841845819762757e-05
74,0,3.3291789280399863e-06
75,0,0.0002882406575918516
76,0,6.202357151787452e-05
77,0,0.4980628625995597
78,0,0.00016216715911793517
79,0,0.04023079756217086
80,1,0.9840205758130552
81,1,0.9737453030342553
82,0,0.00013480941126678102
83,0,0.005343790650434831
84,0,0.07854343513486702
85,1,0.7137260909494287
86,0,4.5233300361449795e-06
87,0,0.30423239483884706
88,0,4.307293805303082e-05
89,0,0.08223931379427522
90,0,0.00022229274831078564
91,1,0.7259958278776645
92,0,0.00011746515762233748
93,1,0.9686414847602041
94,0,0.00017435925652030274
95,0,0.1748576144189542
96,0,0.07903180538544319
97,0,5.4069124296103195e-05
