id,risk_flag
1,0.9401618981420536
2,0.9674760699610964
3,0.9584325450178677
4,0.14281727005377678
5,0.9273784730348319
6,0.9531143128876246
7,0.990165637760305
8,0.23075880647697566
9,0.9635028890574757
10,0.14402184772988896
11,0.2391885128685454
12,0.8608329772922637
13,0.09088014166623833
14,0.10756650567639017
15,0.15552365801312248
16,0.0630083616602909
17,0.20145940687417857
18,0.21590089384521757
19,0.24929868651120568
20,0.9656246787212632
21,0.055399687958888576
22,0.22517343226328426
23,0.21463617253445372
24,0.9633152922486862
25,0.19895665140412228
26,0.2552074841690321
27,0.7264101617640228
28,0.9620134473044472
29,0.07766252219639773
30,0.31819634207737496
31,0.1891410082996868
32,0.11124087969620923
33,0.8707288437953019
34,0.9740596207334944
35,0.24376467220796502
36,0.951547806763194
37,0.2373068194139041
38,0.23875886911229832
39,0.9135340607315671
40,0.9808925875189641
41,0.2321458237308957
42,0.9554557462229712
43,0.26073643207096425
44,0.19100329013225048
45,0.2566732629397464
46,0.140256168909533
47,0.21408481873048907
48,0.14855388765995273
49,0.151091298648244
50,0.2057271451754774
51,0.9981143884643384
52,0.25190664714401606
53,0.9824243840663387
54,0.9711001525126159
55,0.11050830334467542
56,0.2827266653434714
57,0.9674760699610964
58,0.22302470114526246
59,0.22615963243923964
60,0.20211042458424888
61,0.9609208730851189
62,0.12297675022084784
63,0.2538860229376307
64,0.9733047431843226
65,0.24102353489064024
66,0.9732384792774101
67,0.9618492265425521
68,0.959051415512205
69,0.9665519193579364
70,0.21920518392847116
71,0.26592201078979333
72,0.19763062815807736
73,0.976918929216233
74,0.954075522140465
75,0.1939699978672021
76,0.29930100846181745
77,0.2684548532626207
78,0.9690377649241152
79,0.2595771257028843
80,0.15760282140212248
81,0.06362941360146088
82,0.9567268382261267
83,0.2583223916186633
84,0.1884947163594694
85,0.13898088364284236
86,0.9317158960348125
87,0.15792914054446486
88,0.9755132238365575
89,0.30163777215810744
90,0.9619500042885962
91,0.21788449893602937
92,0.9522583201411051
93,0.08107667903919603
94,0.9143677969295249
95,0.2567725046652787
96,0.16829949345903497
97,0.9688898492634509
98,0.9548464071298767
99,0.1820304238781091
100,0.21479540459945637
101,0.9505899790615694
102,0.9626470430081112
103,0.20489937895515328
104,0.9559761676611743
105,0.2120330817072638
106,0.20874710968692728
107,0.24243226190740552
108,0.9404562775508801
109,0.9576358709436406
110,0.2029916669767012
111,0.9755785225456075
112,0.254219518407164
113,0.06914155401476739
114,0.11480636290232722
115,0.9660028158094062
116,0.025785507436886932
117,0.243474161266419
118,0.961823167459962
119,0.11744164598678607
120,0.26870693332829465
121,0.9517140924632115
122,0.18466300334844982
123,0.9799796002250073
124,0.8581127665477694
125,0.9021029810561373
126,0.19615077539596731
127,0.8476839071620931
128,0.9132967115007217
129,0.21273565374352454
130,0.23402197177298634
131,0.24190272402717047
132,0.05153955708410052
133,0.2827266653434714
134,0.23291154948585005
135,0.10781275495755531
136,0.19654512878844502
137,0.259269440760281
138,0.9641754670941239
139,0.2783844669748799
140,0.9607888831180096
141,0.07010053529572223
142,0.15414461988197167
143,0.05153955708410052
144,0.2164508034089399
145,0.1534547248088944
146,0.2418362289449719
147,0.26374286906081434
148,0.09869051517051582
149,0.1662652342080775
150,0.8186789927930465
151,0.2356553252934234
152,0.9630439818559372
153,0.8439478684615335
154,0.9631431606093418
155,0.2553240967647409
156,0.8581127665477694
157,0.23648812239394093
158,0.9673529634515895
159,0.9358048873813832
160,0.26654334441207755
161,0.2598858230808786
162,0.21753662641278096
163,0.9727208801514439
164,0.8390753870172122
165,0.08316349997328765
166,0.21898079796091258
167,0.9414080973670726
168,0.921715924457067
169,0.25043741416897025
170,0.22345252185874268
171,0.2621123344618251
172,0.18750744133064817
173,0.24675458505410944
174,0.11376376900199316
175,0.23339760797738118
176,0.22947617545505514
177,0.17078063440322935
178,0.9639431883098109
179,0.97090785959306
180,0.9510380675949592
181,0.9657329429212439
182,0.9595320174365259
183,0.2016022385236838
184,0.27931339573756214
185,0.22527983690226008
186,0.301838758990881
187,0.8601752789544717
188,0.2471657858092391
189,0.27708839302816746
190,0.22070689081692985
191,0.2417513801222955
192,0.9546045516756981
193,0.9683104909566771
194,0.9707943475833315
195,0.18410835358002636
196,0.25027006914850036
197,0.12928839507892015
198,0.2353948670296812
199,0.9890355339706426
200,0.17310660949656784
201,0.29180310067516235
202,0.948929440424729
203,0.23828171871053241
204,0.23400055112353227
205,0.19896433558379029
206,0.9432527810437047
207,0.051275712937515504
208,0.2825378870766573
209,0.09989886691332793
210,0.21701172946077593
211,0.27931339573756214
212,0.27245121136254197
213,0.3163017844380202
214,0.9630439818559372
215,0.2314107242153949
216,0.287130617421793
217,0.25989487145748397
218,0.19735115137034573
219,0.23276616386587928
220,0.22617937340240246
221,0.2743381753239633
222,0.23544710565307822
223,0.1924591701636945
224,0.1500288784531701
225,0.24295260459752818
226,0.966475257708653
227,0.22398486268073597
228,0.2578003187128446
229,0.2513406173992415
230,0.07414542007836769
231,0.07095422789211871
232,0.08115388362100492
233,0.9758650262876546
234,0.9843088818884377
235,0.2186278522715219
236,0.24631909684393946
237,0.25183850368526167
238,0.18227441570688122
239,0.05052606695773205
240,0.9378532485777784
241,0.26769117480276466
242,0.2632353696138719
243,0.06014478699317673
244,0.9562532313485897
245,0.9733372965846413
246,0.24596285911183677
247,0.21970829619362817
248,0.24613326081776246
249,0.9678161195613119
250,0.8312967933401977
251,0.27157869805644647
252,0.9723069891156955
253,0.9636867861308065
254,0.9588740400833456
255,0.81942004509353
256,0.9677080907974128
257,0.21300028929347284
258,0.2019720688275213
259,0.9642334599408792
260,0.7683320308417153
261,0.2586346669405497
262,0.2423269906475151
263,0.18517061021560408
264,0.24609509440786617
265,0.9674956583983583
266,0.2529232469856107
267,0.22863877207541908
268,0.17871183169978716
269,0.9565694977306461
270,0.9487960942441431
271,0.27376199445367144
272,0.9686138569820624
273,0.2908960051821975
274,0.19348163408460037
275,0.9713639376407713
276,0.14088941632725546
277,0.2433329858191086
278,0.9489632212309986
279,0.9462466613828271
280,0.9759407363817703
281,0.3106540433656809
282,0.230123079583723
283,0.09225964245567654
284,0.9590669549479485
285,0.12263494421960806
286,0.9432527810437047
287,0.17858256849647283
288,0.7276271233211352
289,0.9616718628996217
290,0.27852663881918005
291,0.9649169461668573
292,0.2699728241004498
293,0.1426385429230886
294,0.08107667903919603
295,0.37957667068008266
296,0.13358739686375382
297,0.26406889937228434
298,0.11730147368916431
299,0.041363016093653955
300,0.07317590224904069
301,0.9623297219824348
302,0.2586315200901638
303,0.9643531498393586
304,0.06708461555698435
305,0.1438735232298681
306,0.936834606656791
307,0.2736099315486274
308,0.9443070791811162
309,0.22718709048861913
310,0.25740624146576563
311,0.9652714711455902
312,0.19231790980447785
313,0.052423333905223184
314,0.9690648290639782
315,0.9718076254478337
316,0.9487960942441431
317,0.1286742268367847
318,0.10191894910065094
319,0.25820634538573045
320,0.2850774937695332
321,0.1984247784138544
322,0.8649038229504481
323,0.24033806896371607
324,0.08680536843806663
325,0.2947157457532021
326,0.2279166272714612
327,0.906721911285007
328,0.23075826335718488
329,0.21311117166977409
330,0.21574600659808515
331,0.23042742668672825
332,0.9607920762869994
333,0.9814632889107531
334,0.36345114330811384
335,0.9720649698338402
336,0.2963431892633125
337,0.23135534952443892
338,0.9778572114777412
339,0.9636232967468678
340,0.15804183221977994
341,0.22726461103116158
342,0.13370917861748757
343,0.2282243753724959
344,0.9486915822804871
345,0.23376226888081467
346,0.3169264830213149
347,0.23338666581318063
348,0.22068591608482432
349,0.25068741739491057
350,0.9667790556429702
351,0.9587682931837563
352,0.2311434228715989
353,0.9722793628250354
354,0.269809888477802
355,0.2661427766411325
356,0.09743809159063656
357,0.2502291226539018
358,0.9616718628996217
359,0.969273364565599
360,0.2758920195511708
361,0.20773840441517435
362,0.2712772293209743
363,0.23227851548526987
364,0.19620554581434765
365,0.1099786374813928
366,0.12430373616673913
367,0.9391476095208643
368,0.9670099525081551
369,0.2617238874516568
370,0.9649020897984936
371,0.24472145101080006
372,0.9564807939266535
373,0.17979258679385987
374,0.2575804663837224
375,0.33022256058137034
376,0.20376204967044767
377,0.9225076838362466
378,0.20941628750273042
379,0.28108439939275526
380,0.9734173188806602
381,0.7019542174648201
382,0.2257324004008663
383,0.23552139676308123
384,0.1340973907258561
385,0.07134814240229596
386,0.206269989771586
387,0.37957667068008266
388,0.23968928546157656
389,0.24630540984773278
390,0.1473568526679041
391,0.9557408885335611
392,0.24613326081776246
393,0.9726676596554509
394,0.97779797650015
395,0.9731452572146896
396,0.2498816811050372
397,0.06883457542175929
398,0.2559906338388764
399,0.967722877397712
400,0.23995860746334938
401,0.26989332470835803
402,0.9613767101312922
403,0.8920220867931887
404,0.9634066923454311
405,0.21767040051485245
406,0.22748213158586636
407,0.9480067552960793
408,0.9722488847811882
409,0.3168599705403072
410,0.18750744133064817
411,0.22275528199108927
412,0.2505283570426181
413,0.03691772756251283
414,0.20953536579872964
415,0.2384336906525873
416,0.9494848258936356
417,0.2722017910209828
418,0.06883457542175929
419,0.9691020792106004
420,0.23281002577710933
421,0.304354090792109
422,0.273061836969925
423,0.19678185669234996
424,0.23910505984351788
425,0.9767816345971063
426,0.8464723573920807
427,0.22529540292674843
428,0.9591558079931122
429,0.21187998406635167
430,0.22413844870369812
431,0.9793644822565152
432,0.9749030746409664
433,0.09139224556617032
434,0.24285959491674763
435,0.2200044431144048
436,0.2442757588002221
437,0.24447983387434982
438,0.9615081020952684
439,0.961153115595226
440,0.24876103664233606
441,0.18545369400576867
442,0.2158455222702889
443,0.33426263028406555
444,0.1868149657231453
445,0.13920118374139878
446,0.26502943126489525
447,0.9706005624270782
448,0.26211509625618273
449,0.960421452681129
450,0.9609652805309412
451,0.33297256374080425
452,0.9742535590897505
453,0.1767435536186143
454,0.9554557462229712
455,0.2730101366198781
456,0.9783516648784436
457,0.8493908508639179
458,0.2270890510908714
459,0.21556415487418334
460,0.23785646592911183
461,0.8464723573920807
462,0.9561608648433684
463,0.16237368991404066
464,0.967861115288103
465,0.154814851695046
466,0.21852875044302125
467,0.9499189692383724
468,0.2195798086152776
469,0.24371233280482957
470,0.9708008609959741
471,0.22516589326114486
472,0.19192456913579506
473,0.21192386170634575
474,0.8380786009869471
475,0.966484835932137
476,0.9639662258873081
